,descripcion,03,09,14,15,16,18,19,22,24,30,31,32,33,34,35,37,38,39,41,42,43,44,45,48,50,51,55,60,63,64,65,66,70,71,72,73,75,76,77,79,80,85,90,92,98
92291,"""Subministración de postos de traballo informatizados para a solución de administración electrónica do Concello de Santiago de Compostela, Fondo Europeo de Desenvolvemento Rexional - FEDER  2014-2020""",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89862,"""Suministro e instalación de elementos de acceso y control de instalaciones en la estación de Santa Eulalia del Campo""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28537,"""Prórroga del contrato derivado del Acuerdo marco para el servicio de limpieza de las dependencias de la Conselleria de Serveis Socials i Cooperació en la isla de Mallorca""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51194,"""Ejecución del Programa de Intervención Comunitaria y Socioeducativa para la mejora de la convivencia, de la gestión comunitaria, de la eficiencia en el consumo energético y de promoción de la educación en el Proyecto anual del Plan Gitano""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23988,"""Lote 1 Guante blanco uniformidad, Lote 2 guante gris y Lote 3 guante paracaidista nuevo modelo.""",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56325,"""Reparación y refuerzo de viales públicos de Pulpí""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62212,"""Contratación de los servicios postales generados en el ámbito de los diversos servicios municipales y paquetería""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97009,"""Recogida de  RSU, selectiva, traslado a planta de transferencia o reciclaje y lavado de contenedores.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
87402,"""Mejora y modernización del alumbrado público exterior de parte del municipio de Fresno el Viejo""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
